block,stimulus,response,score,rt,filename
2,white2,d,0,1435,run3
2,black4,a,0,1385,run3
2,white4,a,1,1335,run3
2,black2,d,1,1435,run3
2,white3,a,1,1385,run3
2,white5,a,1,1335,run3
2,black1,d,1,1435,run3
2,white1,a,1,1385,run3
2,black3,d,1,1385,run3
2,black5,d,1,1335,run3
3,evil,d,1,1385,run3
3,black5,d,1,1385,run3
3,good,a,1,1435,run3
3,black3,d,1,1385,run3
3,love,a,1,1385,run3
3,agony,d,1,1385,run3
3,black2,d,1,1335,run3
3,black1,d,1,1385,run3
3,hurt,d,1,1385,run3
3,white2,a,1,1435,run3
3,happy,a,1,1335,run3
3,white1,a,1,1385,run3
3,bad,d,1,1435,run3
3,white3,a,1,1385,run3
3,joy,a,1,1335,run3
3,nasty,d,1,1435,run3
3,white5,a,1,1385,run3
3,black4,d,1,1385,run3
3,pleasure,a,1,1385,run3
3,white4,a,1,1335,run3
4,block4,w,0,675,run3
5,white2,a,0,1445,run3
5,white3,d,1,1345,run3
5,black5,d,0,1335,run3
5,black1,a,1,1435,run3
5,black3,a,1,1335,run3
5,black2,a,1,1385,run3
5,white5,d,1,1435,run3
5,white1,d,1,1335,run3
5,white4,d,1,1385,run3
5,black4,a,1,1435,run3
6,black2,a,1,1335,run3
6,pleasure,a,1,1385,run3
6,black3,a,1,1385,run3
6,white5,d,1,1435,run3
6,white1,d,1,1335,run3
6,happy,a,1,1435,run3
6,nasty,d,1,1385,run3
6,agony,d,1,1335,run3
6,black1,a,1,1435,run3
6,white4,d,1,1385,run3
6,white2,d,1,1335,run3
6,good,a,1,1435,run3
6,black4,a,1,1335,run3
6,joy,a,1,1385,run3
6,bad,d,1,1435,run3
6,black5,a,1,1385,run3
6,love,a,1,1335,run3
6,white3,d,1,1435,run3
6,hurt,d,1,1335,run3
6,evil,d,1,1385,run3
1,bad,a,0,1545,run4
1,evil,d,1,1345,run4
1,agony,d,1,1335,run4
1,happy,d,0,1385,run4
1,nasty,d,1,1385,run4
1,good,a,1,1435,run4
1,love,a,1,1335,run4
1,joy,a,1,1385,run4
1,pleasure,a,1,1385,run4
1,hurt,d,1,1435,run4
2,white5,d,0,1335,run4
2,white2,a,1,1435,run4
2,black3,a,0,1335,run4
2,white3,a,1,1385,run4
2,white4,a,1,1385,run4
2,black5,d,1,1435,run4
2,black1,d,1,1335,run4
2,black4,d,1,1385,run4
2,white1,a,1,1435,run4
2,black2,d,1,1385,run4
3,bad,d,1,1335,run4
3,pleasure,a,1,1435,run4
3,black5,d,1,1385,run4
3,good,a,1,1385,run4
3,happy,a,1,1335,run4
3,white1,a,1,1385,run4
3,agony,d,1,1435,run4
3,black3,d,1,1335,run4
3,black1,d,1,1385,run4
3,evil,d,1,1385,run4
3,white4,a,1,1435,run4
3,white5,a,1,1335,run4
3,black2,d,1,1435,run4
3,white3,a,1,1385,run4
3,love,a,1,1335,run4
3,joy,a,1,1385,run4
3,hurt,d,1,1435,run4
3,white2,a,1,1385,run4
3,nasty,d,1,1385,run4
3,black4,d,1,1335,run4
4,block4,w,0,675,run4
5,white2,a,0,1445,run4
5,black5,d,0,1345,run4
5,white1,d,1,1335,run4
5,black4,a,1,1435,run4
5,black3,a,1,1335,run4
5,black2,a,1,1385,run4
5,black1,a,1,1385,run4
5,white5,d,1,1435,run4
5,white3,d,1,1335,run4
5,white4,d,1,1385,run4
6,agony,d,1,1385,run4
6,black3,a,1,1435,run4
6,evil,d,1,1385,run4
6,black5,a,1,1385,run4
6,bad,d,1,1385,run4
6,hurt,d,1,1335,run4
6,good,a,1,1435,run4
6,nasty,d,1,1385,run4
6,happy,a,1,1385,run4
6,pleasure,a,1,1335,run4
6,love,a,1,1385,run4
6,black1,a,1,1385,run4
6,white4,d,1,1435,run4
6,white5,d,1,1335,run4
6,joy,a,1,1435,run4
6,white1,d,1,1385,run4
6,white2,d,1,1335,run4
6,black2,a,1,1435,run4
6,black4,a,1,1335,run4
6,white3,d,1,1435,run4
1,nasty,a,0,1545,run5
1,agony,d,1,1345,run5
1,evil,d,1,1335,run5
1,hurt,d,1,1385,run5
1,love,d,0,1385,run5
1,happy,a,1,1435,run5
1,pleasure,a,1,1335,run5
1,joy,a,1,1385,run5
1,good,a,1,1385,run5
1,bad,d,1,1435,run5
2,white1,d,0,1335,run5
2,white2,a,1,1435,run5
2,black4,a,0,1335,run5
2,white3,a,1,1385,run5
2,black1,d,1,1435,run5
2,white4,a,1,1385,run5
2,white5,a,1,1335,run5
2,black3,d,1,1435,run5
2,black5,d,1,1335,run5
2,black2,d,1,1385,run5
3,black2,,0,0,run5
3,joy,a,1,1345,run5
3,white5,a,1,1335,run5
3,love,a,1,1385,run5
3,agony,d,1,1435,run5
3,good,a,1,1385,run5
3,white2,a,1,1335,run5
3,evil,d,1,1435,run5
3,black5,d,1,1335,run5
3,white3,a,1,1435,run5
3,black4,d,1,1385,run5
3,white4,a,1,1385,run5
3,bad,d,1,1385,run5
3,pleasure,a,1,1385,run5
3,black3,d,1,1385,run5
3,happy,a,1,1385,run5
3,black1,d,1,1385,run5
3,white1,a,1,1385,run5
3,nasty,d,1,1385,run5
3,hurt,d,1,1335,run5
4,block4,w,0,675,run5
5,white1,a,0,1445,run5
5,white3,d,1,1345,run5
5,black1,d,0,1335,run5
5,white4,d,1,1385,run5
5,white5,d,1,1385,run5
5,black5,a,1,1435,run5
5,black4,a,1,1335,run5
5,white2,d,1,1435,run5
5,black2,a,1,1385,run5
5,black3,a,1,1335,run5
6,good,a,1,1385,run5
6,black4,a,1,1385,run5
6,white3,d,1,1435,run5
6,black3,a,1,1385,run5
6,black2,a,1,1335,run5
6,black1,a,1,1385,run5
6,bad,d,1,1435,run5
6,joy,a,1,1385,run5
6,agony,d,1,1385,run5
6,black5,a,1,1385,run5
6,white2,d,1,1385,run5
6,happy,a,1,1385,run5
6,love,a,1,1335,run5
6,white5,d,1,1435,run5
6,pleasure,a,1,1385,run5
6,white1,d,1,1385,run5
6,evil,d,1,1335,run5
6,nasty,d,1,1385,run5
6,hurt,d,1,1385,run5
6,white4,d,1,1385,run5
1,joy,d,0,1545,run6
1,nasty,a,0,1345,run6
1,good,a,1,1335,run6
1,pleasure,a,1,1385,run6
1,bad,d,1,1435,run6
1,love,a,1,1385,run6
1,agony,d,1,1385,run6
1,happy,a,1,1385,run6
1,evil,d,1,1385,run6
1,hurt,d,1,1335,run6
2,white2,d,0,1385,run6
2,white3,a,1,1435,run6
2,white1,a,1,1335,run6
2,black2,a,0,1385,run6
2,white4,a,1,1385,run6
2,black3,d,1,1435,run6
2,white5,a,1,1385,run6
2,black5,d,1,1385,run6
2,black4,d,1,1335,run6
2,black1,d,1,1385,run6
3,black4,d,1,1385,run6
3,joy,a,1,1435,run6
3,white1,a,1,1335,run6
3,hurt,d,1,1435,run6
3,white4,a,1,1385,run6
3,white3,a,1,1335,run6
3,nasty,d,1,1435,run6
3,black5,d,1,1335,run6
3,happy,a,1,1435,run6
3,pleasure,a,1,1335,run6
3,black2,d,1,1435,run6
3,black3,d,1,1335,run6
3,black1,d,1,1385,run6
3,evil,d,1,1385,run6
3,agony,d,1,1385,run6
3,white2,a,1,1435,run6
3,bad,d,1,1385,run6
3,love,a,1,1385,run6
3,good,a,1,1335,run6
3,white5,a,1,1385,run6
4,block4,w,0,675,run6
5,black2,d,0,1445,run6
5,white2,a,0,1345,run6
5,black5,a,1,1335,run6
5,white3,d,1,1435,run6
5,white4,d,1,1335,run6
5,black1,a,1,1435,run6
5,white5,d,1,1385,run6
5,white1,d,1,1335,run6
5,black4,a,1,1435,run6
5,black3,a,1,1335,run6
6,white2,d,1,1435,run6
6,happy,a,1,1385,run6
6,black1,a,1,1335,run6
6,hurt,d,1,1435,run6
6,black4,a,1,1385,run6
6,evil,d,1,1385,run6
6,white3,d,1,1335,run6
6,black5,a,1,1435,run6
6,pleasure,a,1,1335,run6
6,love,a,1,1385,run6
6,white5,d,1,1435,run6
6,joy,a,1,1385,run6
6,white1,d,1,1385,run6
6,bad,d,1,1335,run6
6,black3,a,1,1435,run6
6,nasty,d,1,1385,run6
6,agony,d,1,1335,run6
6,good,a,1,1435,run6
6,white4,d,1,1385,run6
6,black2,a,1,1385,run6
1,hurt,a,0,1545,run7
1,pleasure,d,0,1345,run7
1,good,a,1,1385,run7
1,agony,d,1,1385,run7
1,bad,d,1,1335,run7
1,joy,a,1,1435,run7
1,evil,d,1,1385,run7
1,happy,a,1,1385,run7
1,love,a,1,1335,run7
1,nasty,d,1,1435,run7
2,black2,a,0,1385,run7
2,white1,d,0,1385,run7
2,white2,a,1,1385,run7
2,black4,d,1,1385,run7
2,black1,d,1,1335,run7
2,black5,d,1,1385,run7
2,white5,a,1,1435,run7
2,white4,a,1,1335,run7
2,white3,a,1,1385,run7
2,black3,d,1,1435,run7
3,white4,a,1,1385,run7
3,black5,d,1,1385,run7
3,black1,d,1,1335,run7
3,joy,a,1,1435,run7
3,hurt,d,1,1385,run7
3,bad,d,1,1335,run7
3,white2,a,1,1435,run7
3,happy,a,1,1335,run7
3,nasty,d,1,1435,run7
3,white3,a,1,1385,run7
3,agony,d,1,1385,run7
3,black3,d,1,1335,run7
3,evil,d,1,1385,run7
3,black2,d,1,1385,run7
3,black4,d,1,1385,run7
3,white5,a,1,1435,run7
3,pleasure,a,1,1335,run7
3,white1,a,1,1385,run7
3,love,a,1,1385,run7
3,good,a,1,1385,run7
4,block4,w,0,675,run7
5,black3,d,0,1445,run7
5,black4,a,1,1345,run7
5,white4,a,0,1335,run7
5,black1,a,1,1385,run7
5,white3,d,1,1435,run7
5,white2,d,1,1335,run7
5,white5,d,1,1385,run7
5,black2,a,1,1435,run7
5,white1,d,1,1385,run7
5,black5,a,1,1385,run7
6,pleasure,a,1,1335,run7
6,white5,d,1,1435,run7
6,nasty,d,1,1335,run7
6,white4,d,1,1385,run7
6,black4,a,1,1435,run7
6,joy,a,1,1335,run7
6,black1,a,1,1385,run7
6,black3,a,1,1385,run7
6,love,a,1,1385,run7
6,agony,d,1,1435,run7
6,black5,a,1,1385,run7
6,bad,d,1,1385,run7
6,happy,a,1,1385,run7
6,white1,d,1,1385,run7
6,hurt,d,1,1335,run7
6,good,a,1,1435,run7
6,white3,d,1,1385,run7
6,black2,a,1,1385,run7
6,white2,d,1,1385,run7
6,evil,d,1,1335,run7
1,happy,d,0,1545,run8
1,evil,a,0,1345,run8
1,pleasure,a,1,1335,run8
1,good,a,1,1385,run8
1,agony,d,1,1435,run8
1,nasty,d,1,1335,run8
1,joy,a,1,1435,run8
1,love,a,1,1335,run8
1,hurt,d,1,1435,run8
1,bad,d,1,1335,run8
2,black4,a,0,1435,run8
2,black1,d,1,1385,run8
2,white5,d,0,1335,run8
2,white4,a,1,1435,run8
2,black5,d,1,1385,run8
2,black3,d,1,1335,run8
2,white2,a,1,1435,run8
2,white1,a,1,1335,run8
2,white3,a,1,1385,run8
2,black2,d,1,1435,run8
3,love,a,1,1385,run8
3,black4,d,1,1385,run8
3,white1,a,1,1385,run8
3,pleasure,a,1,1335,run8
3,agony,d,1,1435,run8
3,good,a,1,1385,run8
3,black5,d,1,1385,run8
3,evil,d,1,1335,run8
3,white5,a,1,1435,run8
3,black1,d,1,1385,run8
3,hurt,d,1,1335,run8
3,joy,a,1,1435,run8
3,nasty,d,1,1385,run8
3,happy,a,1,1385,run8
3,black3,d,1,1385,run8
3,bad,d,1,1335,run8
3,white2,a,1,1435,run8
3,black2,d,1,1385,run8
3,white3,a,1,1385,run8
3,white4,a,1,1335,run8
4,block4,w,0,675,run8
5,white2,a,0,1445,run8
5,white4,d,1,1345,run8
5,white1,d,1,1335,run8
5,black2,d,0,1385,run8
5,black4,a,1,1435,run8
5,black1,a,1,1335,run8
5,black3,a,1,1385,run8
5,black5,a,1,1385,run8
5,white3,d,1,1435,run8
5,white5,d,1,1335,run8
6,black5,a,1,1435,run8
6,evil,d,1,1385,run8
6,bad,d,1,1335,run8
6,hurt,d,1,1385,run8
6,nasty,d,1,1385,run8
6,love,a,1,1435,run8
6,white2,d,1,1385,run8
6,good,a,1,1385,run8
6,agony,d,1,1385,run8
6,pleasure,a,1,1385,run8
6,white4,d,1,1385,run8
6,white5,d,1,1335,run8
6,black4,a,1,1435,run8
6,black2,a,1,1335,run8
6,white1,d,1,1435,run8
6,white3,d,1,1335,run8
6,black3,a,1,1435,run8
6,joy,a,1,1335,run8
6,happy,a,1,1385,run8
6,black1,a,1,1385,run8
1,happy,d,0,1545,run9
1,joy,a,1,1345,run9
1,hurt,a,0,1335,run9
1,good,a,1,1385,run9
1,agony,d,1,1435,run9
1,pleasure,a,1,1385,run9
1,bad,d,1,1385,run9
1,evil,d,1,1335,run9
1,nasty,d,1,1385,run9
1,love,a,1,1435,run9
2,white3,d,0,1385,run9
2,black4,a,0,1385,run9
2,black5,d,1,1385,run9
2,white5,a,1,1385,run9
2,black1,d,1,1385,run9
2,black2,d,1,1335,run9
2,white2,a,1,1435,run9
2,black3,d,1,1385,run9
2,white1,a,1,1385,run9
2,white4,a,1,1335,run9
3,nasty,d,1,1435,run9
3,white4,a,1,1385,run9
3,black2,d,1,1385,run9
3,evil,d,1,1335,run9
3,bad,d,1,1385,run9
3,pleasure,a,1,1435,run9
3,joy,a,1,1335,run9
3,white3,a,1,1385,run9
3,white5,a,1,1385,run9
3,happy,a,1,1385,run9
3,black3,d,1,1435,run9
3,white2,a,1,1385,run9
3,love,a,1,1335,run9
3,agony,d,1,1435,run9
3,good,a,1,1385,run9
3,black4,d,1,1385,run9
3,white1,a,1,1385,run9
3,black1,d,1,1385,run9
3,black5,d,1,1335,run9
3,hurt,d,1,1385,run9
4,block4,w,0,675,run9
5,white3,a,0,1445,run9
5,black3,d,0,1345,run9
5,white5,d,1,1335,run9
5,black2,a,1,1435,run9
5,white1,d,1,1385,run9
5,black4,a,1,1385,run9
5,black1,a,1,1335,run9
5,white2,d,1,1435,run9
5,black5,a,1,1385,run9
5,white4,d,1,1385,run9
6,love,a,1,1385,run9
6,black4,a,1,1335,run9
6,white2,d,1,1435,run9
6,black2,a,1,1385,run9
6,agony,d,1,1385,run9
6,nasty,d,1,1335,run9
6,happy,a,1,1435,run9
6,white1,d,1,1385,run9
6,black1,a,1,1385,run9
6,hurt,d,1,1385,run9
6,joy,a,1,1385,run9
6,white5,d,1,1385,run9
6,evil,d,1,1335,run9
6,black3,a,1,1435,run9
6,white4,d,1,1385,run9
6,bad,d,1,1335,run9
6,black5,a,1,1435,run9
6,good,a,1,1335,run9
6,pleasure,a,1,1385,run9
6,white3,d,1,1435,run9
1,evil,a,0,1545,run10
1,agony,d,1,1345,run10
1,joy,d,0,1335,run10
1,good,a,1,1435,run10
1,bad,d,1,1385,run10
1,nasty,d,1,1335,run10
1,happy,a,1,1435,run10
1,love,a,1,1335,run10
1,pleasure,a,1,1385,run10
1,hurt,d,1,1435,run10
2,black3,a,0,1385,run10
2,white5,d,0,1385,run10
2,white3,a,1,1385,run10
2,white2,a,1,1335,run10
2,white1,a,1,1385,run10
2,black2,d,1,1435,run10
2,black5,d,1,1335,run10
2,white4,a,1,1435,run10
2,black1,d,1,1385,run10
2,black4,d,1,1335,run10
3,black1,d,1,1385,run10
3,bad,d,1,1385,run10
3,evil,d,1,1385,run10
3,nasty,d,1,1385,run10
3,black4,d,1,1385,run10
3,white1,a,1,1435,run10
3,white2,a,1,1335,run10
3,hurt,d,1,1435,run10
3,love,a,1,1385,run10
3,white4,a,1,1335,run10
3,black3,d,1,1435,run10
3,pleasure,a,1,1385,run10
3,joy,a,1,1335,run10
3,black2,d,1,1435,run10
3,good,a,1,1385,run10
3,black5,d,1,1385,run10
3,white3,a,1,1385,run10
3,agony,d,1,1385,run10
3,happy,a,1,1385,run10
3,white5,a,1,1335,run10
4,block4,w,0,675,run10
5,black2,d,0,1445,run10
5,white5,a,0,1345,run10
5,white2,d,1,1385,run10
5,white4,d,1,1335,run10
5,black5,a,1,1435,run10
5,black4,a,1,1335,run10
5,black3,a,1,1385,run10
5,white3,d,1,1435,run10
5,white1,d,1,1335,run10
5,black1,a,1,1435,run10
6,white2,d,1,1385,run10
6,bad,d,1,1335,run10
6,black3,a,1,1435,run10
6,good,a,1,1335,run10
6,white5,d,1,1435,run10
6,black2,a,1,1385,run10
6,white1,d,1,1385,run10
6,happy,a,1,1385,run10
6,agony,d,1,1385,run10
6,love,a,1,1385,run10
6,evil,d,1,1385,run10
6,pleasure,a,1,1385,run10
6,white3,d,1,1385,run10
6,nasty,d,1,1335,run10
6,joy,a,1,1435,run10
6,black4,a,1,1335,run10
6,black1,a,1,1385,run10
6,white4,d,1,1435,run10
6,hurt,d,1,1335,run10
6,black5,a,1,1435,run10
1,joy,d,0,1545,run11
1,evil,a,0,1345,run11
1,good,a,1,1335,run11
1,nasty,d,1,1435,run11
1,happy,a,1,1385,run11
1,bad,d,1,1385,run11
1,love,a,1,1385,run11
1,pleasure,a,1,1335,run11
1,hurt,d,1,1435,run11
1,agony,d,1,1335,run11
2,white2,d,0,1385,run11
2,black3,a,0,1435,run11
2,white3,a,1,1335,run11
2,black5,d,1,1435,run11
2,black4,d,1,1335,run11
2,white1,a,1,1435,run11
2,white5,a,1,1335,run11
2,white4,a,1,1385,run11
2,black2,d,1,1435,run11
2,black1,d,1,1335,run11
3,black5,d,1,1385,run11
3,white5,a,1,1435,run11
3,white3,a,1,1335,run11
3,pleasure,a,1,1385,run11
3,hurt,d,1,1435,run11
3,black2,d,1,1335,run11
3,good,a,1,1435,run11
3,happy,a,1,1335,run11
3,love,a,1,1385,run11
3,bad,d,1,1435,run11
3,black1,d,1,1335,run11
3,nasty,d,1,1385,run11
3,evil,d,1,1385,run11
3,joy,a,1,1435,run11
3,white4,a,1,1335,run11
3,white2,a,1,1385,run11
3,agony,d,1,1435,run11
3,white1,a,1,1385,run11
3,black4,d,1,1385,run11
3,black3,d,1,1335,run11
4,block4,w,0,675,run11
5,white1,a,0,1445,run11
5,black3,d,0,1345,run11
5,white3,d,1,1335,run11
5,white2,d,1,1385,run11
5,black2,a,1,1435,run11
5,black4,a,1,1335,run11
5,black5,a,1,1385,run11
5,black1,a,1,1385,run11
5,white5,d,1,1435,run11
5,white4,d,1,1335,run11
6,black5,a,1,1435,run11
6,good,a,1,1335,run11
6,white4,d,1,1435,run11
6,black4,a,1,1385,run11
6,white5,d,1,1385,run11
6,agony,d,1,1335,run11
6,evil,d,1,1385,run11
6,black2,a,1,1435,run11
6,pleasure,a,1,1335,run11
6,hurt,d,1,1435,run11
6,white3,d,1,1335,run11
6,black1,a,1,1435,run11
6,love,a,1,1335,run11
6,nasty,d,1,1435,run11
6,white1,d,1,1335,run11
6,joy,a,1,1435,run11
6,happy,a,1,1335,run11
6,white2,d,1,1435,run11
6,bad,d,1,1335,run11
6,black3,a,1,1435,run11
1,pleasure,d,0,1545,run12
1,love,a,1,1345,run12
1,good,a,1,1335,run12
1,agony,a,0,1385,run12
1,happy,a,1,1385,run12
1,hurt,d,1,1435,run12
1,nasty,d,1,1335,run12
1,evil,d,1,1385,run12
1,bad,d,1,1385,run12
1,joy,a,1,1435,run12
2,white4,d,0,1385,run12
2,black2,a,0,1385,run12
2,black5,d,1,1385,run12
2,white5,a,1,1385,run12
2,black1,d,1,1385,run12
2,white3,a,1,1385,run12
2,black4,d,1,1385,run12
2,black3,d,1,1335,run12
2,white2,a,1,1435,run12
2,white1,a,1,1335,run12
3,black3,d,1,1435,run12
3,evil,d,1,1335,run12
3,hurt,d,1,1385,run12
3,black4,d,1,1385,run12
3,black1,d,1,1385,run12
3,love,a,1,1435,run12
3,pleasure,a,1,1335,run12
3,agony,d,1,1435,run12
3,nasty,d,1,1335,run12
3,happy,a,1,1435,run12
3,white2,a,1,1335,run12
3,white5,a,1,1385,run12
3,white4,a,1,1385,run12
3,joy,a,1,1385,run12
3,white3,a,1,1385,run12
3,good,a,1,1385,run12
3,white1,a,1,1385,run12
3,black5,d,1,1435,run12
3,black2,d,1,1335,run12
3,bad,d,1,1385,run12
4,block4,w,0,675,run12
5,black3,d,0,1445,run12
5,white3,a,0,1345,run12
5,black1,a,1,1335,run12
5,white5,d,1,1435,run12
5,white4,d,1,1335,run12
5,black2,a,1,1435,run12
5,black5,a,1,1335,run12
5,white2,d,1,1435,run12
5,black4,a,1,1385,run12
5,white1,d,1,1385,run12
6,evil,d,1,1335,run12
6,black3,a,1,1435,run12
6,good,a,1,1335,run12
6,white2,d,1,1435,run12
6,pleasure,a,1,1385,run12
6,white4,d,1,1385,run12
6,black5,a,1,1385,run12
6,white5,d,1,1385,run12
6,black2,a,1,1385,run12
6,bad,d,1,1385,run12
6,black4,a,1,1385,run12
6,nasty,d,1,1385,run12
6,white3,d,1,1335,run12
6,agony,d,1,1385,run12
6,white1,d,1,1385,run12
6,joy,a,1,1435,run12
6,black1,a,1,1335,run12
6,hurt,d,1,1435,run12
6,love,a,1,1385,run12
6,happy,a,1,1335,run12
1,evil,a,0,1545,run13
1,love,d,0,1345,run13
1,good,a,1,1385,run13
1,nasty,d,1,1385,run13
1,hurt,d,1,1335,run13
1,happy,a,1,1435,run13
1,agony,d,1,1385,run13
1,bad,d,1,1335,run13
1,joy,a,1,1435,run13
1,pleasure,a,1,1335,run13
2,white3,d,0,1435,run13
2,white1,a,1,1385,run13
2,black5,a,0,1335,run13
2,black2,d,1,1435,run13
2,white5,a,1,1385,run13
2,white4,a,1,1335,run13
2,black4,d,1,1435,run13
2,black1,d,1,1335,run13
2,black3,d,1,1385,run13
2,white2,a,1,1435,run13
3,good,a,1,1335,run13
3,black4,d,1,1435,run13
3,black5,d,1,1335,run13
3,hurt,d,1,1385,run13
3,white4,a,1,1435,run13
3,evil,d,1,1385,run13
3,bad,d,1,1335,run13
3,white1,a,1,1435,run13
3,white3,a,1,1335,run13
3,black2,d,1,1435,run13
3,black1,d,1,1335,run13
3,nasty,d,1,1385,run13
3,agony,d,1,1385,run13
3,joy,a,1,1435,run13
3,white5,a,1,1335,run13
3,black3,d,1,1435,run13
3,white2,a,1,1385,run13
3,pleasure,a,1,1335,run13
3,love,a,1,1385,run13
3,happy,a,1,1385,run13
4,block4,w,0,675,run13
5,black4,d,0,1445,run13
5,black1,a,1,1345,run13
5,white3,a,0,1335,run13
5,white1,d,1,1435,run13
5,white2,d,1,1335,run13
5,black2,a,1,1435,run13
5,black3,a,1,1335,run13
5,white4,d,1,1435,run13
5,white5,d,1,1335,run13
5,black5,a,1,1435,run13
6,black1,a,1,1335,run13
6,white5,d,1,1435,run13
6,hurt,d,1,1335,run13
6,bad,d,1,1385,run13
6,black4,a,1,1435,run13
6,white4,d,1,1385,run13
6,white3,d,1,1335,run13
6,nasty,d,1,1385,run13
6,white1,d,1,1385,run13
6,pleasure,a,1,1435,run13
6,evil,d,1,1385,run13
6,black2,a,1,1385,run13
6,good,a,1,1335,run13
6,happy,a,1,1385,run13
6,white2,d,1,1435,run13
6,black3,a,1,1385,run13
6,black5,a,1,1335,run13
6,joy,a,1,1385,run13
6,love,a,1,1385,run13
6,agony,d,1,1435,run13
1,happy,d,0,1545,run14
1,bad,a,0,1345,run14
1,good,a,1,1335,run14
